time,evspsbl
2096-01-01 12:00:00,2.4789217e-05
2096-01-02 12:00:00,3.4896686e-05
2096-01-03 12:00:00,2.2764907e-05
2096-01-04 12:00:00,1.710801e-05
2096-01-05 12:00:00,1.2132741e-05
2096-01-06 12:00:00,9.702324e-06
2096-01-07 12:00:00,1.7207378e-05
2096-01-08 12:00:00,3.431324e-05
2096-01-09 12:00:00,3.3619224e-05
2096-01-10 12:00:00,2.517832e-05
2096-01-11 12:00:00,1.3688317e-05
2096-01-12 12:00:00,2.6839156e-05
2096-01-13 12:00:00,1.8776525e-05
2096-01-14 12:00:00,3.097425e-05
2096-01-15 12:00:00,3.4530854e-05
2096-01-16 12:00:00,2.7411254e-05
2096-01-17 12:00:00,1.9962376e-05
2096-01-18 12:00:00,2.551719e-05
2096-01-19 12:00:00,1.9922969e-05
2096-01-20 12:00:00,1.8658553e-05
2096-01-21 12:00:00,2.0694832e-05
2096-01-22 12:00:00,1.6926657e-05
2096-01-23 12:00:00,1.6802658e-05
2096-01-24 12:00:00,2.0364329e-05
2096-01-25 12:00:00,2.9811374e-05
2096-01-26 12:00:00,2.1026648e-05
2096-01-27 12:00:00,2.0685466e-05
2096-01-28 12:00:00,1.6526086e-05
2096-01-29 12:00:00,2.3600296e-05
2096-01-30 12:00:00,1.3413068e-05
2096-01-31 12:00:00,1.4059755e-05
2096-02-01 12:00:00,1.3902725e-05
2096-02-02 12:00:00,1.7456856e-05
2096-02-03 12:00:00,6.041918e-06
2096-02-04 12:00:00,8.845702e-06
2096-02-05 12:00:00,1.1011274e-05
2096-02-06 12:00:00,1.9390205e-05
2096-02-07 12:00:00,2.1082611e-05
2096-02-08 12:00:00,2.2615452e-05
2096-02-09 12:00:00,2.5161586e-05
2096-02-10 12:00:00,1.3883531e-05
2096-02-11 12:00:00,1.3743367e-05
2096-02-12 12:00:00,1.7544822e-05
2096-02-13 12:00:00,1.0847347e-05
2096-02-14 12:00:00,9.495445e-06
2096-02-15 12:00:00,2.2488854e-05
2096-02-16 12:00:00,3.0845316e-05
2096-02-17 12:00:00,4.428241e-05
2096-02-18 12:00:00,2.1079439e-05
2096-02-19 12:00:00,1.00492325e-05
2096-02-20 12:00:00,4.4608314e-06
2096-02-21 12:00:00,6.532224e-06
2096-02-22 12:00:00,5.732363e-06
2096-02-23 12:00:00,1.2267294e-05
2096-02-24 12:00:00,1.358219e-05
2096-02-25 12:00:00,1.4651247e-05
2096-02-26 12:00:00,1.0998992e-05
2096-02-27 12:00:00,4.839865e-06
2096-02-28 12:00:00,1.1539232e-05
2096-02-29 12:00:00,7.5690186e-06
2096-03-01 12:00:00,1.728056e-05
2096-03-02 12:00:00,1.710267e-05
2096-03-03 12:00:00,1.1725555e-05
2096-03-04 12:00:00,1.8630293e-05
2096-03-05 12:00:00,2.1638814e-05
2096-03-06 12:00:00,2.1055515e-05
2096-03-07 12:00:00,1.7458675e-05
2096-03-08 12:00:00,1.6058519e-05
2096-03-09 12:00:00,1.5992715e-05
2096-03-10 12:00:00,1.4363119e-05
2096-03-11 12:00:00,1.1297248e-05
2096-03-12 12:00:00,1.0521006e-05
2096-03-13 12:00:00,1.5202531e-05
2096-03-14 12:00:00,1.8778912e-05
2096-03-15 12:00:00,1.5728365e-05
2096-03-16 12:00:00,1.3178273e-05
2096-03-17 12:00:00,1.30516055e-05
2096-03-18 12:00:00,1.6793521e-05
2096-03-19 12:00:00,3.088673e-05
2096-03-20 12:00:00,2.2016742e-05
2096-03-21 12:00:00,2.6884489e-05
2096-03-22 12:00:00,9.067837e-06
2096-03-23 12:00:00,1.7405866e-05
2096-03-24 12:00:00,2.3631943e-05
2096-03-25 12:00:00,2.2671331e-05
2096-03-26 12:00:00,2.9642324e-05
2096-03-27 12:00:00,1.6683218e-05
2096-03-28 12:00:00,1.7226703e-05
2096-03-29 12:00:00,2.1271917e-05
2096-03-30 12:00:00,1.627073e-05
2096-03-31 12:00:00,2.1486587e-05
2096-04-01 12:00:00,2.1403102e-05
2096-04-02 12:00:00,2.2086548e-05
2096-04-03 12:00:00,3.092848e-05
2096-04-04 12:00:00,2.2376567e-05
2096-04-05 12:00:00,2.3977176e-05
2096-04-06 12:00:00,2.2742446e-05
2096-04-07 12:00:00,2.0962878e-05
2096-04-08 12:00:00,1.8457533e-05
2096-04-09 12:00:00,2.6011257e-05
2096-04-10 12:00:00,2.329699e-05
2096-04-11 12:00:00,1.7950442e-05
2096-04-12 12:00:00,2.1633623e-05
2096-04-13 12:00:00,1.9870076e-05
2096-04-14 12:00:00,2.029708e-05
2096-04-15 12:00:00,2.1286978e-05
2096-04-16 12:00:00,2.1343789e-05
2096-04-17 12:00:00,2.0784399e-05
2096-04-18 12:00:00,2.0405423e-05
2096-04-19 12:00:00,2.6330163e-05
2096-04-20 12:00:00,2.1696338e-05
2096-04-21 12:00:00,2.0793406e-05
2096-04-22 12:00:00,2.6459218e-05
2096-04-23 12:00:00,3.7369042e-05
2096-04-24 12:00:00,3.0774776e-05
2096-04-25 12:00:00,2.8278679e-05
2096-04-26 12:00:00,3.173698e-05
2096-04-27 12:00:00,3.0837626e-05
2096-04-28 12:00:00,3.21243e-05
2096-04-29 12:00:00,3.0559415e-05
2096-04-30 12:00:00,3.405237e-05
2096-05-01 12:00:00,3.965212e-05
2096-05-02 12:00:00,3.1932883e-05
2096-05-03 12:00:00,2.3196219e-05
2096-05-04 12:00:00,2.7031449e-05
2096-05-05 12:00:00,3.287423e-05
2096-05-06 12:00:00,1.2781151e-05
2096-05-07 12:00:00,4.0974188e-05
2096-05-08 12:00:00,3.590563e-05
2096-05-09 12:00:00,3.452679e-05
2096-05-10 12:00:00,3.7696213e-05
2096-05-11 12:00:00,1.6568389e-05
2096-05-12 12:00:00,3.369106e-05
2096-05-13 12:00:00,4.592158e-05
2096-05-14 12:00:00,2.7874543e-05
2096-05-15 12:00:00,1.8711304e-05
2096-05-16 12:00:00,4.580173e-05
2096-05-17 12:00:00,3.8380153e-05
2096-05-18 12:00:00,2.8569208e-05
2096-05-19 12:00:00,4.5754117e-05
2096-05-20 12:00:00,5.7156503e-05
2096-05-21 12:00:00,3.7563266e-05
2096-05-22 12:00:00,2.2680964e-05
2096-05-23 12:00:00,4.3051197e-05
2096-05-24 12:00:00,3.603082e-05
2096-05-25 12:00:00,3.8030776e-05
